Date,Ticker,Company Name,Previous Price,Current Price,Price Change (%)
2024-07-03,RKT,Rock-Tenn Company,13.319999694824219,13.850000381469727,3.979
2024-07-03,ROL,Rollins,49.150001525878906,50.290000915527344,2.319
2024-07-03,TKC,Turkcell Iletisim Hizmetleri As,7.639999866485596,7.860000133514404,2.88
2024-07-03,TLYS,Tilly's Inc.,5.510000228881836,5.730000019073486,3.993
2024-07-03,TPC,Tutor Perini Corp.,21.290000915527344,21.790000915527344,2.349
2024-07-03,TROX,Tronox Inc,15.859999656677246,16.360000610351562,3.153
2024-07-03,TSL,Trina Solar Limited,9.479999542236328,10.260000228881836,8.228
2024-07-03,TSM,Taiwan Semiconductor Manufacturing,175.6999969482422,182.49000549316406,3.865
2024-07-03,TV,Grupo Televisa S.A.,2.619999885559082,2.7100000381469727,3.435
2024-07-03,UGP,Ultrapar Participacoes S.A.,3.8299999237060547,4.0,4.439
2024-07-03,UIS,Unisys Corp.,4.21999979019165,4.340000152587891,2.844
2024-07-03,VALE,Vale S.A.,11.140000343322754,11.609999656677246,4.219
2024-07-03,X,United States Steel Corp.,38.34000015258789,39.189998626708984,2.217
2024-07-03,AEHR,Aehr Test Systems,10.710000038146973,11.0,2.708
2024-07-03,AMCX,Amc Networks Inc.,9.399999618530273,9.630000114440918,2.447
2024-07-03,AMSC,American Superconductor Corp.,24.09000015258789,25.950000762939453,7.721
2024-07-03,CDTI,Clean Diesel Technologies,0.4000000059604645,0.6499999761581421,62.5
2024-07-03,CENX,Century Aluminum Company,18.93000030517578,20.190000534057617,6.656
2024-07-03,CHEF,The Chefs' Warehouse Inc.,39.779998779296875,40.869998931884766,2.74
2024-07-03,CITZ,Cfs Bancorp,30.0,30.75,2.5
2024-07-03,CLNE,Clean Energy Fuels,2.319999933242798,2.430000066757202,4.741
2024-07-03,CMLS,Cumulus Media Inc.,1.899999976158142,1.940000057220459,2.105
2024-07-03,CMTL,Comtech Telecommunications,3.0299999713897705,3.2300000190734863,6.601
2024-07-03,CPIX,Cumberland Pharmaceuticals Inc.,1.4500000476837158,1.5299999713897705,5.517
2024-07-03,CSIQ,Canadian Solar Inc.,14.539999961853027,15.720000267028809,8.116
2024-06-28,CVLY,Codorus Valley Bancorp Inc,22.899999618530273,24.040000915527344,4.978
2024-07-03,CYAN,Cyanotech Corp.,0.3499999940395355,0.3700000047683716,5.714
2024-07-03,DAKT,Daktronics,13.149999618530273,13.449999809265137,2.281
2024-07-03,GBLI,Global Indemnity Plc,30.65999984741211,31.34000015258789,2.218
2024-07-03,GENE,Genetic Technologies Ltd,1.3700000047683716,1.399999976158142,2.19
2024-07-03,GEOS,Oyo Geospace Corp.,8.90999984741211,9.279999732971191,4.153
2024-07-03,GERN,Geron Corp.,4.170000076293945,4.360000133514404,4.556
2024-07-03,GEVO,Gevo,0.5400000214576721,0.5799999833106995,7.407
2024-07-03,GOLD,Randgold Resources Limited,16.6200008392334,17.299999237060547,4.091
2024-07-03,GPOR,Gulfport Energy Corp.,153.63999938964844,156.86000061035156,2.096
2024-07-03,GSM,Globe Specialty Metals Inc.,5.519999980926514,5.639999866485596,2.174
2024-07-03,HA,Hawaiian Holdings,12.119999885559082,12.479999542236328,2.97
2024-07-03,HSON,Hudson Global Inc,16.809999465942383,18.959999084472656,12.79
2024-07-03,HWKN,Hawkins,88.83999633789062,90.69000244140625,2.082
2024-07-03,ICAD,Icad Inc.,1.190000057220459,1.2200000286102295,2.521
2024-07-03,ICCC,Immucell Corp.,4.099999904632568,4.28000020980835,4.39
2024-07-03,ICLN,S&P Global Clean Energy Index Ishares,13.260000228881836,13.59000015258789,2.489
2024-07-03,IESC,Integrated Electrical Services,135.6300048828125,144.14999389648438,6.282
2024-07-03,IPDN,Professional Diversity Network,0.46000000834465027,0.4699999988079071,2.174
2024-07-03,IRIX,Iridex Corp.,2.009999990463257,2.069999933242798,2.985
2024-07-03,JBLU,Jetblue Airways Corp.,5.840000152587891,5.960000038146973,2.055
2024-07-03,MKTX,Marketaxess Holdings,193.8000030517578,201.00999450683594,3.72
2024-07-03,MLAB,Mesa Laboratories,87.7300033569336,90.41999816894531,3.066
2024-07-03,MMYT,Makemytrip Limited,86.27999877929688,88.77999877929688,2.898
2024-07-03,MNTX,Manitex International,4.079999923706055,4.210000038146973,3.186
2024-07-03,MOVE,Move Inc,0.3059999942779541,0.3160000145435333,3.268
2024-07-03,MU,Micron Technology,132.58999633789062,136.82000732421875,3.19
2024-07-03,MVIS,Microvision,1.059999942779541,1.1100000143051147,4.717
2024-07-03,MYRG,Myr Group,132.5500030517578,135.42999267578125,2.173
2024-07-03,NAII,Natural Alternatives International,5.449999809265137,5.559999942779541,2.018
2024-07-03,NCMI,National Cinemedia,4.429999828338623,4.579999923706055,3.386
2024-07-03,NEON,Neonode Inc.,2.1600000858306885,2.2200000286102295,2.778
2024-07-03,NEWP,Newport Corp.,1.4700000286102295,1.600000023841858,8.844
2024-07-03,NKTR,Nektar Therapeutics,1.1699999570846558,1.2999999523162842,11.111
2024-07-03,NTES,Netease Inc,93.95999908447266,95.91999816894531,2.086
2024-07-03,NURO,Neurometrix,3.5999999046325684,3.7300000190734863,3.611
2024-07-03,NVDA,Nvidia Corp.,122.66999816894531,128.27999877929688,4.573
2024-07-03,OLED,Universal Display Corp.,213.44000244140625,217.97999572753906,2.127
2024-07-03,OMAB,Grupo Aeroportuario Del Centro,66.16000366210938,68.23999786376953,3.144
2024-07-03,OMCL,Omnicell,26.15999984741211,26.760000228881836,2.294
2024-07-03,ONCY,Oncolytics Biotech,0.9900000095367432,1.0099999904632568,2.02
2024-07-03,OPEN,Opentable,1.7599999904632568,1.7999999523162842,2.273
2024-07-03,OPOF,Old Point Financial Corp.,14.65999984741211,15.010000228881836,2.387
2024-07-03,PAAS,Pan American Silver,19.899999618530273,20.920000076293945,5.126
2024-07-03,SIRI,Sirius Xm Radio Inc.,3.0999999046325684,3.5299999713897705,13.871
2024-07-03,SLVO,Credit Suisse Ag,81.41999816894531,83.5,2.555
2024-07-03,SMIT,Schmitt Industries,0.014999999664723873,0.016300000250339508,8.667
2024-07-03,SMSI,Smith Micro Software,2.2200000286102295,2.2899999618530273,3.153
2024-07-03,SOHO,Sotherly Hotels Inc.,1.1299999952316284,1.159999966621399,2.655
2024-07-03,SOHU,Sohu.Com Inc.,13.90999984741211,14.210000038146973,2.157
2024-07-03,SPWR,Sunpower Corp.,2.430000066757202,2.680000066757202,10.288
2024-07-03,SSYS,Stratasys,8.329999923706055,8.600000381469727,3.241
2024-07-03,STEM,Stemcells,1.1100000143051147,1.1399999856948853,2.703
2024-07-03,STRL,Sterling Construction Company Inc,112.95999908447266,116.52999877929688,3.16
2024-07-03,STRM,Streamline Health Solutions,0.49000000953674316,0.5,2.041
2024-07-03,TGTX,Tg Therapeutics,18.309999465942383,18.790000915527344,2.622
2024-07-03,TIGR,Tigerlogic Corp.,4.199999809265137,4.440000057220459,5.714
2024-07-03,TNXP,Tonix Pharm Hldg Cor,0.7400000095367432,0.8899999856948853,20.27
2024-07-03,TORM,Tor Minerals International Inc,2.049999952316284,2.0999999046325684,2.439
2024-07-03,TQQQ,Ultrapro QQQ Proshares,77.33000183105469,79.2300033569336,2.457
2024-07-03,TRIB,Trinity Biotech Plc,2.0299999713897705,2.140000104904175,5.419
2024-07-03,TSLA,Tesla Motors,231.25999450683594,246.38999938964844,6.542
